id,filtered_words_array,features,label_index
F149,"['play', 'yes', 'society', 'imagine', 'during.', 'society', 'interview', 'case', 'response', 'record', 'yeah.', 'billion', 'today', 'rich', 'support.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[258,327,503,659,2173,2445,3892,4347,5044,5301,5850,6035,6212,6342,6747,7098,7281,7936,8134,8338,9806],[4.137164559405029,9.214336377301528,0.691153161953081,4.42484663185681,3.914021008090819,4.607168188650764,2.5530444549552183,4.42484663185681,3.6516567436233283,4.607168188650764,0.691153161953081,3.577548771469606,4.137164559405029,4.270695952029551,2.5530444549552183,4.137164559405029,0.6871770135734415,0.691153161953081,5.117993812416755,0.691153161953081,3.7316994512968646])",0.0
F051,"['safe', 'since', 'appear', 'vote.', 'area', 'matter', 'behind.', 'appear', 'final', 'where.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1653,2402,3892,4522,5649,5850,6287,6747,6878,7281,7642,7936,8182,8271,8338],[0.691153161953081,3.914021008090819,3.914021008090819,2.5530444549552183,5.117993812416755,4.270695952029551,0.691153161953081,3.5085558999826545,2.5530444549552183,4.830311739964974,0.6871770135734415,4.42484663185681,0.691153161953081,8.274329118810059,5.523458920524919,0.691153161953081])",0.0
F089,"['anyone', 'policy', 'simple', 'want.', 'past', 'plan', 'move', 'customer', 'television.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[503,666,1365,1413,2913,2918,4142,5850,6123,6282,7281,7936,8338,9275,9637,9676],[0.691153161953081,4.270695952029551,5.117993812416755,4.42484663185681,3.7316994512968646,3.0385522707369192,3.8187108282864943,0.691153161953081,4.019381523748645,4.019381523748645,0.6871770135734415,0.691153161953081,0.691153161953081,4.42484663185681,5.117993812416755,3.0385522707369192])",0.0
F135,"['card', 'house', 'way.', 'budget', 'rather', 'order', 'resource', 'already', 'crime.', 'along', 'option', 'soon', 'whose', 'home.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[278,503,594,1041,1226,1670,2144,2837,2840,2918,4639,4991,5836,5850,5861,7281,7936,8338,9539,9613,9676],[4.830311739964974,0.691153161953081,3.914021008090819,4.270695952029551,4.607168188650764,4.42484663185681,4.019381523748645,4.42484663185681,4.42484663185681,3.0385522707369192,4.830311739964974,2.6330871626287546,4.019381523748645,0.691153161953081,4.607168188650764,0.6871770135734415,0.691153161953081,0.691153161953081,4.019381523748645,4.137164559405029,3.0385522707369192])",0.0
F088,"['city', 'door', 'use', 'increase.', 'offer', 'compare', 'good', 'by.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,1804,2259,2958,4847,5133,5495,5850,6168,6623,7281,7936,8338,9246,9813],[0.691153161953081,5.523458920524919,2.7826188965997183,3.914021008090819,4.42484663185681,4.137164559405029,3.8187108282864943,0.691153161953081,4.607168188650764,4.607168188650764,0.6871770135734415,0.691153161953081,0.691153161953081,4.019381523748645,2.997730276216664])",0.0
R010,"['concern', 'offer', 'college', 'discuss', 'peace', 'money.', 'little', 'start', 'pressure', 'ahead.', 'federal', 'street', 'within', 'watch.', 'model', 'population', 'tonight', 'difference', 'now.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[25,633,1590,1968,2519,2958,2996,3389,3556,3614,3684,3802,4506,4687,5661,6697,7102,7866,8057,9258,9462,9663,9817],[5.117993812416755,4.137164559405029,3.914021008090819,3.914021008090819,5.523458920524919,3.914021008090819,3.6516567436233283,4.019381523748645,2.8844015909096608,1.366433224714689,3.6516567436233283,5.117993812416755,0.691153161953081,0.6871770135734415,4.019381523748645,4.137164559405029,4.607168188650764,4.42484663185681,4.830311739964974,4.270695952029551,0.691153161953081,5.117993812416755,3.6516567436233283])",1.0
R211,"['important', 'night', 'child', 'short', 'bring', 'office', 'win.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[1262,1967,3057,3614,4506,4687,6436,6869,6944,7244,8344,9462],[3.8187108282864943,4.019381523748645,4.42484663185681,0.6832166123573445,0.691153161953081,0.6871770135734415,4.830311739964974,4.830311739964974,2.849310271098391,3.577548771469606,4.42484663185681,0.691153161953081])",1.0
F204,"['worry', 'watch', 'left', 'mention.', 'early', 'wrong', 'skill', 'stop.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1073,1256,1662,2708,4092,5850,6512,6917,7281,7860,7936,8338,8343,9968],[0.691153161953081,4.137164559405029,3.125563647726549,3.914021008090819,3.6516567436233283,4.137164559405029,0.691153161953081,4.137164559405029,4.607168188650764,0.6871770135734415,2.997730276216664,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551])",0.0
F168,"['none', 'enjoy', 'receive', 'cause', 'laugh.', 'person', 'fund', 'wind', 'act', 'seem.', 'fact', 'new', 'north', 'network', 'simply', 'effort.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[316,503,585,1256,1642,1778,1805,2558,2912,3249,3673,4502,4617,4638,5850,6928,7215,7281,7860,7936,8338,9152,9831],[4.42484663185681,0.691153161953081,4.019381523748645,3.125563647726549,4.137164559405029,4.137164559405029,4.42484663185681,4.019381523748645,5.523458920524919,4.019381523748645,5.117993812416755,5.117993812416755,4.137164559405029,4.019381523748645,0.691153161953081,3.7316994512968646,4.42484663185681,0.6871770135734415,2.997730276216664,0.691153161953081,0.691153161953081,4.019381523748645,3.6516567436233283])",0.0
R011,"['doctor', 'politics', 'raise', 'would.', 'late', 'crime', 'large', 'budget', 'join', 'better.', 'picture', 'newspaper', 'else', 'society', 'modern.', 'already', 'fast', 'partner', 'rock', 'stage', 'kitchen', 'expert.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[30,78,116,327,574,594,731,756,777,1410,1510,1770,2481,3079,3238,3527,3614,4506,4687,4991,5034,5887,6219,7022,7078,8952,9263,9462],[4.42484663185681,5.523458920524919,4.270695952029551,4.607168188650764,4.137164559405029,3.914021008090819,3.8187108282864943,4.42484663185681,4.019381523748645,5.523458920524919,5.523458920524919,3.0385522707369192,4.019381523748645,3.577548771469606,4.137164559405029,4.830311739964974,0.6832166123573445,0.691153161953081,0.6871770135734415,2.6330871626287546,4.42484663185681,4.019381523748645,2.958509563063383,4.019381523748645,5.117993812416755,4.019381523748645,4.42484663185681,0.691153161953081])",1.0
R232,"['coach', 'professional', 'ready', 'institution', 'continue', 'their.', 'culture', 'look.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[743,821,2059,2155,3243,3514,3614,4108,4506,4687,6557,8411,8645,9462],[3.914021008090819,2.849310271098391,2.60568818844064,3.8187108282864943,4.607168188650764,4.019381523748645,0.6832166123573445,4.830311739964974,0.691153161953081,0.6871770135734415,4.137164559405029,3.3262343431887,4.270695952029551,0.691153161953081])",1.0
R042,"['space', 'information', 'scientist', 'brother.', 'pm', 'hospital.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[934,1770,3614,4506,4687,5098,6219,6226,7026,8190,9188,9462],[4.830311739964974,3.0385522707369192,0.6832166123573445,0.691153161953081,0.6871770135734415,5.523458920524919,2.958509563063383,4.019381523748645,4.42484663185681,4.270695952029551,4.270695952029551,0.691153161953081])",1.0
F182,"['peace', 'property', 'draw', 'you.', 'large', 'show', 'admit', 'practice.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[4,503,2733,3567,4019,4377,5850,6697,7022,7281,7936,8167,8338,8714],[5.523458920524919,0.691153161953081,4.270695952029551,5.523458920524919,4.019381523748645,2.60568818844064,0.691153161953081,4.137164559405029,4.019381523748645,0.6871770135734415,0.691153161953081,3.6516567436233283,0.691153161953081,4.42484663185681])",0.0
F036,"['piece', 'many', 'type', 'discussion.', 'maintain', 'never', 'nothing', 'less.', 'prove', 'various', 'resource', 'spend', 'already', 'whole', 'despite.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[281,353,359,503,594,627,1256,1670,3133,3526,4079,4292,4330,5188,5214,5247,5850,6647,7281,7860,7936,8338],[3.914021008090819,4.42484663185681,5.117993812416755,0.691153161953081,3.914021008090819,4.42484663185681,3.125563647726549,4.42484663185681,4.137164559405029,4.607168188650764,4.830311739964974,4.270695952029551,4.830311739964974,3.8187108282864943,3.8187108282864943,4.137164559405029,0.691153161953081,4.270695952029551,0.6871770135734415,2.997730276216664,0.691153161953081,0.691153161953081])",0.0
F068,"['sometimes', 'figure', 'political', 'too.', 'year', 'end', 'cell', 'professor.', 'south', 'join', 'sure', 'job', 'must', 'still.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[453,503,557,1023,1649,1821,3180,3210,3892,3935,4110,4816,5850,5869,6747,7281,7936,8338,8899,8952,9873],[4.42484663185681,0.691153161953081,3.8187108282864943,3.7316994512968646,4.607168188650764,4.137164559405029,5.117993812416755,4.270695952029551,2.5530444549552183,4.019381523748645,4.42484663185681,3.577548771469606,0.691153161953081,3.914021008090819,2.5530444549552183,0.6871770135734415,0.691153161953081,0.691153161953081,5.523458920524919,4.019381523748645,4.607168188650764])",0.0
R015,"['modern', 'past', 'race', 'family', 'produce', 'language.', 'race', 'suffer', 'road', 'him.', 'media', 'eight', 'feel', 'stop.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[454,1209,1648,2336,3115,3351,3556,3614,4506,4687,5725,6135,6917,8297,8482,9275,9462,9998],[7.463398902593729,4.019381523748645,3.914021008090819,4.137164559405029,4.137164559405029,4.830311739964974,2.8844015909096608,0.6832166123573445,0.691153161953081,0.6871770135734415,3.914021008090819,4.830311739964974,4.607168188650764,3.914021008090819,3.914021008090819,4.42484663185681,0.691153161953081,4.830311739964974])",1.0
R147,"['mind', 'hospital', 'owner.', 'family', 'city', 'example', 'he.', 'ever', 'congress', 'drug.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,2059,2634,3184,3614,3980,4506,4687,4930,5495,5594,8257,8297,8728,9462,9606],[2.849310271098391,2.60568818844064,4.270695952029551,2.849310271098391,0.6832166123573445,5.117993812416755,0.691153161953081,0.6871770135734415,3.5085558999826545,3.8187108282864943,4.270695952029551,5.117993812416755,3.914021008090819,3.2721671219184243,0.691153161953081,4.607168188650764])",1.0
F198,"['think', 'face', 'popular', 'glass', 'something', 'establish.', 'provide', 'kind', 'agent', 'quite', 'trial', 'economic.', 'field', 'soon', 'nation', 'drop', 'read', 'option.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,1041,2007,2259,2335,3410,4014,4034,5016,5739,5850,5946,6044,6056,6148,6932,7074,7281,7650,7936,8338,8569,8577,9813,9826],[0.691153161953081,4.270695952029551,5.117993812416755,2.7826188965997183,4.42484663185681,4.607168188650764,4.270695952029551,3.914021008090819,3.8187108282864943,5.117993812416755,0.691153161953081,3.8187108282864943,4.830311739964974,4.607168188650764,3.914021008090819,4.830311739964974,3.5085558999826545,0.6871770135734415,4.607168188650764,0.691153161953081,0.691153161953081,5.523458920524919,4.019381523748645,2.997730276216664,3.577548771469606])",0.0
R081,"['represent', 'someone', 'picture.', 'responsibility', 'brother', 'choose', 'identify', 'throughout', 'career', 'far.', 'approach', 'instead', 'candidate', 'close', 'employee.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[291,821,2059,2571,2887,3095,3497,3502,3614,3671,3967,4358,4506,4527,4687,4930,5948,8408,8717,9462,9706],[4.607168188650764,2.849310271098391,2.60568818844064,5.117993812416755,5.117993812416755,4.42484663185681,3.7316994512968646,4.019381523748645,0.6832166123573445,3.914021008090819,4.137164559405029,4.270695952029551,0.691153161953081,4.607168188650764,0.6871770135734415,3.5085558999826545,4.270695952029551,4.270695952029551,4.270695952029551,0.691153161953081,4.607168188650764])",1.0
F050,"['play', 'teacher', 'learn.', 'every', 'western', 'threat', 'run', 'threat', 'science.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[266,503,524,650,1035,2173,3334,5850,7281,7936,8070,8338,8708,9681],[3.8187108282864943,0.691153161953081,3.8187108282864943,2.958509563063383,4.830311739964974,3.914021008090819,4.607168188650764,0.691153161953081,0.6871770135734415,0.691153161953081,8.541391904059102,0.691153161953081,4.019381523748645,3.914021008090819])",0.0
F162,"['key', 'rule', 'drive', 'behavior', 'turn.', 'quite', 'live', 'right', 'south.', 'one', 'simply', 'defense', 'note', 'people.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[343,493,503,735,815,1642,1790,3131,3166,3334,3486,3543,4640,4921,5850,6056,6325,7281,7936,8338,9909],[4.270695952029551,4.607168188650764,0.691153161953081,4.137164559405029,4.137164559405029,4.137164559405029,4.137164559405029,3.6516567436233283,4.607168188650764,4.607168188650764,2.849310271098391,4.270695952029551,5.523458920524919,2.849310271098391,0.691153161953081,4.607168188650764,3.914021008090819,0.6871770135734415,0.691153161953081,0.691153161953081,4.42484663185681])",0.0
R028,"['development', 'painting', 'north', 'pull', 'news', 'see.', 'special', 'need', 'vote', 'a.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[1020,1034,1055,1778,2227,2433,2871,3614,4506,4687,6537,6597,6975,8389,9214,9462],[2.579019941358479,4.42484663185681,3.914021008090819,4.137164559405029,2.7200985396183848,4.019381523748645,4.607168188650764,0.6832166123573445,0.691153161953081,0.6871770135734415,3.914021008090819,4.607168188650764,5.117993812416755,5.117993812416755,4.270695952029551,0.691153161953081])",1.0
R195,"['conference', 'radio', 'deal.', 'picture', 'data', 'indicate', 'successful', 'final.', 'mr', 'forget', 'professional', 'condition', 'involve.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[1695,2101,2155,2481,2647,3614,4506,4687,4991,5328,5432,5657,5659,6485,7108,7146,9086,9462,9470],[3.8187108282864943,5.117993812416755,3.8187108282864943,4.019381523748645,4.830311739964974,0.6832166123573445,0.691153161953081,0.6871770135734415,2.6330871626287546,3.6516567436233283,2.6902455764687034,4.270695952029551,4.270695952029551,3.914021008090819,5.117993812416755,4.830311739964974,4.019381523748645,0.691153161953081,4.607168188650764])",1.0
F116,"['spend', 'analysis', 'red', 'ever', 'author.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[52,353,373,503,650,1296,5594,5850,7281,7936,8338],[3.8187108282864943,4.42484663185681,5.117993812416755,0.691153161953081,2.958509563063383,4.137164559405029,4.270695952029551,0.691153161953081,0.6871770135734415,0.691153161953081,0.691153161953081])",0.0
R018,"['ago', 'hundred', 'politics', 'agency', 'however', 'wait', 'executive.', 'eight', 'accept', 'plant', 'long', 'yourself.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[751,765,911,1896,2657,3614,4506,4687,5175,5477,5887,7066,7244,7321,8482,8904,9462],[4.830311739964974,4.137164559405029,4.42484663185681,4.137164559405029,3.914021008090819,0.6832166123573445,0.691153161953081,0.6871770135734415,4.42484663185681,4.607168188650764,4.019381523748645,2.8154087194227095,3.577548771469606,5.117993812416755,3.914021008090819,4.42484663185681,0.691153161953081])",1.0
F073,"['chair', 'low', 'term', 'him.', 'seat', 'crime', 'live', 'more.', 'ago', 'tend', 'tell', 'hair', 'region', 'within.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[47,416,493,503,681,731,1810,1850,1896,2066,2188,3351,4295,5850,7281,7664,7936,8159,8338,8411,9876],[4.270695952029551,5.523458920524919,4.607168188650764,0.691153161953081,4.270695952029551,3.8187108282864943,4.137164559405029,4.137164559405029,4.137164559405029,2.7508701982851385,4.270695952029551,4.830311739964974,5.117993812416755,0.691153161953081,0.6871770135734415,4.270695952029551,0.691153161953081,3.577548771469606,0.691153161953081,3.3262343431887,2.7508701982851385])",0.0
F059,"['concern', 'none', 'question.', 'stock', 'look', 'administration', 'both.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,793,1256,1968,3479,5185,5850,7281,7860,7936,8338,8506,9831,9939],[0.691153161953081,3.7316994512968646,3.125563647726549,3.914021008090819,4.42484663185681,4.270695952029551,0.691153161953081,0.6871770135734415,2.997730276216664,0.691153161953081,0.691153161953081,5.523458920524919,3.6516567436233283,4.270695952029551])",0.0
R078,"['serious', 'first', 'feeling', 'religious', 'probably.', 'test', 'tv', 'respond', 'police.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[613,1117,2500,3614,4293,4391,4506,4547,4687,4991,5415,5432,6403,6586,9462],[4.270695952029551,4.830311739964974,4.607168188650764,0.6832166123573445,4.019381523748645,5.523458920524919,0.691153161953081,4.270695952029551,0.6871770135734415,2.6330871626287546,5.117993812416755,2.6902455764687034,4.019381523748645,4.137164559405029,0.691153161953081])",1.0
F216,"['economic', 'small', 'any.', 'necessary', 'catch', 'beyond', 'view', 'yard.', 'manage', 'consumer', 'beautiful', 'image', 'structure.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[222,503,1059,1273,3892,5303,5392,5547,5850,6747,7281,7293,7883,7936,7949,7979,8338,8900,9144,9475],[4.607168188650764,0.691153161953081,5.523458920524919,3.5085558999826545,2.5530444549552183,4.830311739964974,4.607168188650764,5.523458920524919,0.691153161953081,2.5530444549552183,0.6871770135734415,3.7316994512968646,3.914021008090819,0.691153161953081,4.607168188650764,4.607168188650764,0.691153161953081,4.270695952029551,2.7508701982851385,4.137164559405029])",0.0
F206,"['wind', 'camera', 'memory', 'where.', 'season', 'fight', 'matter', 'until.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,1650,2358,2402,2526,2558,3486,4430,4522,4921,5850,6941,7281,7936,8338],[0.691153161953081,4.019381523748645,4.270695952029551,3.914021008090819,3.8187108282864943,4.019381523748645,2.849310271098391,5.523458920524919,5.117993812416755,2.849310271098391,0.691153161953081,4.270695952029551,0.6871770135734415,0.691153161953081,0.691153161953081])",0.0
R036,"['party', 'already', 'find', 'before.', 'hotel', 'tonight', 'ball', 'indicate', 'garden', 'particular', 'admit', 'charge.', 'money', 'difference', 'professional.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[594,1379,2663,3389,3614,4506,4687,4722,5936,6103,6485,7066,7492,7510,7691,7696,7866,8714,8984,9462],[3.914021008090819,3.8187108282864943,3.8187108282864943,4.019381523748645,0.6832166123573445,0.691153161953081,0.6871770135734415,5.523458920524919,3.7316994512968646,4.137164559405029,3.914021008090819,2.8154087194227095,4.42484663185681,4.42484663185681,5.117993812416755,4.830311739964974,4.42484663185681,4.42484663185681,4.019381523748645,0.691153161953081])",1.0
F104,"['decision', 'play', 'bad.', 'home', 'machine', 'state', 'young.', 'project', 'teacher', 'card', 'million', 'since', 'prepare', 'image.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,1808,2144,2173,2193,2230,2286,3365,3935,5252,5850,6287,7281,7936,8040,8338,8651,8708,9604],[0.691153161953081,2.958509563063383,4.137164559405029,4.019381523748645,3.914021008090819,4.607168188650764,4.137164559405029,4.830311739964974,4.270695952029551,4.019381523748645,5.117993812416755,0.691153161953081,3.5085558999826545,0.6871770135734415,0.691153161953081,3.383392757028649,0.691153161953081,4.270695952029551,4.019381523748645,5.523458920524919])",0.0
F000,"['well', 'reality', 'the.', 'social', 'data', 'soldier.', 'shoulder', 'simply', 'still', 'chance.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[157,503,680,823,939,1642,1695,2260,3712,4377,5850,6756,7281,7936,8338,9944],[3.8187108282864943,0.691153161953081,4.270695952029551,4.019381523748645,5.523458920524919,4.137164559405029,3.8187108282864943,5.117993812416755,4.137164559405029,2.60568818844064,0.691153161953081,3.577548771469606,0.6871770135734415,0.691153161953081,0.691153161953081,5.523458920524919])",0.0
R136,"['key', 'check', 'increase', 'over.', 'among', 'produce', 'fight', 'specific.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[264,1648,2526,3131,3614,3901,4202,4506,4687,5047,7362,7963,9462],[5.117993812416755,3.914021008090819,3.8187108282864943,3.6516567436233283,0.6832166123573445,4.270695952029551,5.523458920524919,0.691153161953081,0.6871770135734415,2.7200985396183848,4.607168188650764,4.019381523748645,0.691153161953081])",1.0
F019,"['simple', 'billion', 'strong', 'fire', 'ten', 'good.', 'organization', 'republican', 'sing', 'throw', 'perhaps.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[258,503,1364,2066,2913,3079,4616,5085,5191,5441,5850,6355,6451,7281,7936,8325,8338,9876],[4.137164559405029,0.691153161953081,4.270695952029551,2.7508701982851385,3.7316994512968646,3.577548771469606,4.270695952029551,4.137164559405029,3.914021008090819,5.117993812416755,0.691153161953081,4.270695952029551,3.8187108282864943,0.6871770135734415,0.691153161953081,4.42484663185681,0.691153161953081,2.7508701982851385])",0.0
R012,"['ability', 'compare', 'send', 'rich', 'television', 'music', 'nearly.', 'garden', 'environmental', 'employee.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[1020,2227,2437,3614,3681,4506,4687,5523,5936,6027,6212,6370,8408,8713,9246,9462],[2.579019941358479,2.7200985396183848,5.523458920524919,0.6832166123573445,4.42484663185681,0.691153161953081,0.6871770135734415,4.42484663185681,3.7316994512968646,5.117993812416755,4.137164559405029,4.42484663185681,4.270695952029551,4.607168188650764,4.019381523748645,0.691153161953081])",1.0
R052,"['discussion', 'thousand', 'coach', 'alone', 'listen', 'itself.', 'street', 'remain', 'arrive', 'relationship', 'hear', 'responsibility', 'difference.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[429,2492,2862,3502,3514,3614,3684,4260,4506,4687,4842,5047,5205,5315,6798,7391,8915,9462],[4.607168188650764,4.607168188650764,4.830311739964974,4.019381523748645,4.019381523748645,0.6832166123573445,3.6516567436233283,4.270695952029551,0.691153161953081,0.6871770135734415,4.42484663185681,2.7200985396183848,4.42484663185681,4.607168188650764,3.7316994512968646,4.42484663185681,4.830311739964974,0.691153161953081])",1.0
R123,"['final', 'sell.', 'set', 'official', 'four.', 'approach', 'great', 'sort', 'onto', 'reduce', 'without.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[750,821,1310,1653,2059,3095,3614,3804,4319,4506,4687,5342,5720,7960,8159,8485,9462],[4.607168188650764,2.849310271098391,5.117993812416755,3.914021008090819,2.60568818844064,4.42484663185681,0.6832166123573445,5.523458920524919,3.6516567436233283,0.691153161953081,0.6871770135734415,4.42484663185681,3.8187108282864943,5.117993812416755,3.577548771469606,4.607168188650764,0.691153161953081])",1.0
F040,"['oil', 'clearly', 'company', 'yes', 'mission.', 'beautiful', 'hotel', 'sometimes', 'base', 'less', 'congress', 'to.', 'simply', 'sign', 'method', 'career.', 'short', 'south', 'tend', 'oil', 'trip.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,942,1195,1262,1273,1642,1810,2259,2663,4489,4816,5044,5850,5869,6015,6035,6756,6865,7281,7936,8173,8238,8338,8728,9118,9413,9813],[0.691153161953081,4.137164559405029,4.270695952029551,3.8187108282864943,3.5085558999826545,4.137164559405029,4.137164559405029,2.7826188965997183,3.8187108282864943,5.523458920524919,3.577548771469606,3.6516567436233283,0.691153161953081,3.914021008090819,3.914021008090819,7.155097542939212,3.577548771469606,5.523458920524919,0.6871770135734415,0.691153161953081,3.5085558999826545,4.137164559405029,0.691153161953081,3.2721671219184243,5.523458920524919,4.42484663185681,2.997730276216664])",0.0
R160,"['medical', 'speak', 'thank', 'positive.', 'guy', 'low', 'service', 'congress', 'fear', 'enjoy.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[94,821,1687,2059,2252,3614,4506,4687,4732,6847,7801,8268,8411,8728,9462,9513],[4.607168188650764,2.849310271098391,4.270695952029551,2.60568818844064,4.270695952029551,0.6832166123573445,0.691153161953081,0.6871770135734415,3.6516567436233283,5.523458920524919,4.42484663185681,4.42484663185681,3.3262343431887,3.2721671219184243,0.691153161953081,3.8187108282864943])",1.0
F067,"['hold', 'close', 'today', 'best', 'father', 'thousand', 'indeed.', 'address', 'democrat', 'available', 'piece', 'people.', 'national', 'newspaper', 'key', 'soon', 'model.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,763,1041,1800,1996,2066,2389,2475,3131,3133,3166,3238,3497,4454,5234,5850,6798,7281,7910,7936,8338,9156,9806,9876],[0.691153161953081,4.019381523748645,4.270695952029551,4.42484663185681,4.607168188650764,2.7508701982851385,4.830311739964974,4.137164559405029,3.6516567436233283,4.137164559405029,4.607168188650764,4.137164559405029,3.7316994512968646,3.8187108282864943,4.42484663185681,0.691153161953081,3.7316994512968646,0.6871770135734415,4.42484663185681,0.691153161953081,0.691153161953081,4.019381523748645,3.7316994512968646,2.7508701982851385])",0.0
R069,"['evening', 'station', 'onto', 'inside', 'anyone', 'boy', 'far.', 'lot', 'production', 'site', 'change.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[157,666,2059,2571,3614,4319,4506,4687,4943,5286,5891,7066,8353,8415,9066,9462],[3.8187108282864943,4.270695952029551,2.60568818844064,5.117993812416755,0.6832166123573445,3.6516567436233283,0.691153161953081,0.6871770135734415,4.019381523748645,4.830311739964974,4.42484663185681,2.8154087194227095,4.42484663185681,4.607168188650764,4.42484663185681,0.691153161953081])",1.0
F160,"['anything', 'husband', 'identify', 'chair', 'side', 'town.', 'matter', 'music', 'see', 'million.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,681,1208,2114,2402,3184,3967,5354,5850,6278,6370,7208,7281,7724,7936,8338,9781],[0.691153161953081,4.270695952029551,2.8844015909096608,4.270695952029551,3.914021008090819,2.849310271098391,4.137164559405029,4.42484663185681,0.691153161953081,5.523458920524919,4.42484663185681,3.6516567436233283,0.6871770135734415,5.117993812416755,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
F053,"['stop', 'learn', 'key', 'story', 'purpose.', 'ground', 'raise', 'seem', 'parent', 'generation', 'speak', 'price.', 'fear', 'show.', 'generation', 'build', 'power', 'dog', 'reduce', 'may', 'think.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[26,503,796,1948,2588,3014,3056,3131,3205,3527,4377,4732,5850,5967,6487,6855,6963,7281,7936,8159,8338,8734,9160,9513,9564,9932],[5.523458920524919,0.691153161953081,4.270695952029551,4.019381523748645,4.019381523748645,3.914021008090819,4.270695952029551,3.6516567436233283,5.117993812416755,4.830311739964974,2.60568818844064,3.6516567436233283,0.691153161953081,4.830311739964974,4.270695952029551,4.607168188650764,9.214336377301528,0.6871770135734415,0.691153161953081,3.577548771469606,0.691153161953081,5.117993812416755,5.117993812416755,3.8187108282864943,4.42484663185681,4.270695952029551])",0.0
